tile_id,scene_id,split_use,i,j,crs,px_size,col_off,row_off,stretch_lo_r,stretch_lo_g,stretch_lo_b,stretch_hi_r,stretch_hi_g,stretch_hi_b,gamma_exponent,qgis_gamma,lo_pct,hi_pct,target_median,fit_basis,nodata_frac,src_raster,done_at
CBERS_4A_WPM_20240731_208_151_L4_44_26,CBERS_4A_WPM_20240731_208_151_L4,train,44,26,EPSG:32722,2.0,45056,26624,56.0,71.0,103.0,157.0,139.0,167.0,0.9144,1.094,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20240731_208_151_L4_FUSED.tif,2026-08-18T13:38:24+00:00
CBERS_4A_WPM_20240731_208_152_L4_20_26,CBERS_4A_WPM_20240731_208_152_L4,train,20,26,EPSG:32722,2.0,20480,26624,50.0,63.0,96.0,149.0,132.0,161.0,0.7522,1.329,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20240731_208_152_L4_FUSED.tif,2026-08-18T13:38:26+00:00
CBERS_4A_WPM_20240731_208_152_L4_27_17,CBERS_4A_WPM_20240731_208_152_L4,train,27,17,EPSG:32722,2.0,27648,17408,50.0,63.0,96.0,149.0,132.0,161.0,0.5613,1.781,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20240731_208_152_L4_FUSED.tif,2026-08-18T13:38:26+00:00
CBERS_4A_WPM_20240731_208_152_L4_27_43,CBERS_4A_WPM_20240731_208_152_L4,train,27,43,EPSG:32722,2.0,27648,44032,50.0,63.0,96.0,149.0,132.0,161.0,0.9521,1.05,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20240731_208_152_L4_FUSED.tif,2026-08-18T13:38:26+00:00
CBERS_4A_WPM_20250611_207_152_L4_15_32,CBERS_4A_WPM_20250611_207_152_L4,train,15,32,EPSG:32722,2.0,15360,32768,44.0,58.0,87.0,207.0,168.0,191.0,0.6451,1.55,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20250611_207_152_L4_FUSED.tif,2026-08-18T13:38:29+00:00
CBERS_4A_WPM_20250611_207_152_L4_16_23,CBERS_4A_WPM_20250611_207_152_L4,train,16,23,EPSG:32722,2.0,16384,23552,44.0,58.0,87.0,207.0,168.0,191.0,0.4835,2.068,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20250611_207_152_L4_FUSED.tif,2026-08-18T13:38:28+00:00
CBERS_4A_WPM_20250611_207_152_L4_28_20,CBERS_4A_WPM_20250611_207_152_L4,train,28,20,EPSG:32722,2.0,28672,20480,44.0,58.0,87.0,207.0,168.0,191.0,0.4648,2.151,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20250611_207_152_L4_FUSED.tif,2026-08-18T13:38:29+00:00
CBERS_4A_WPM_20250612_213_151_L4_20_10,CBERS_4A_WPM_20250612_213_151_L4,test,20,10,EPSG:32721,2.0,20480,10240,69.0,80.0,108.0,118.0,110.0,138.0,0.8242,1.213,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20250612_213_151_L4_FUSED.tif,2026-08-18T13:38:30+00:00
CBERS_4A_WPM_20250612_213_151_L4_27_23,CBERS_4A_WPM_20250612_213_151_L4,train,27,23,EPSG:32721,2.0,27648,23552,69.0,80.0,108.0,118.0,110.0,138.0,0.9043,1.106,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20250612_213_151_L4_FUSED.tif,2026-08-18T13:38:30+00:00
CBERS_4A_WPM_20250702_209_149_L4_26_19,CBERS_4A_WPM_20250702_209_149_L4,train,26,19,EPSG:32722,2.0,26624,19456,43.0,55.0,85.0,133.0,116.0,144.0,0.8411,1.189,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20250702_209_149_L4_FUSED.tif,2026-08-18T13:38:31+00:00
CBERS_4A_WPM_20250702_209_153_L4_36_12,CBERS_4A_WPM_20250702_209_153_L4,train,36,12,EPSG:32722,2.0,36864,12288,43.0,53.0,82.0,123.0,110.0,138.0,0.9593,1.042,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20250702_209_153_L4_FUSED.tif,2026-08-18T13:38:32+00:00
CBERS_4A_WPM_20250708_214_151_L4_14_29,CBERS_4A_WPM_20250708_214_151_L4,train,14,29,EPSG:32721,2.0,14336,29696,62.0,73.0,105.0,173.0,149.0,180.0,0.7415,1.349,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20250708_214_151_L4_FUSED.tif,2026-08-18T13:38:35+00:00
CBERS_4A_WPM_20250708_214_151_L4_14_33,CBERS_4A_WPM_20250708_214_151_L4,train,14,33,EPSG:32721,2.0,14336,33792,62.0,73.0,105.0,173.0,149.0,180.0,0.6506,1.537,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20250708_214_151_L4_FUSED.tif,2026-08-18T13:38:35+00:00
CBERS_4A_WPM_20250708_214_151_L4_28_7,CBERS_4A_WPM_20250708_214_151_L4,train,28,7,EPSG:32721,2.0,28672,7168,62.0,73.0,105.0,173.0,149.0,180.0,0.7824,1.278,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20250708_214_151_L4_FUSED.tif,2026-08-18T13:38:35+00:00
CBERS_4A_WPM_20250708_214_151_L4_30_18,CBERS_4A_WPM_20250708_214_151_L4,train,30,18,EPSG:32721,2.0,30720,18432,62.0,73.0,105.0,173.0,149.0,180.0,0.7254,1.379,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20250708_214_151_L4_FUSED.tif,2026-08-18T13:38:36+00:00
CBERS_4A_WPM_20250708_214_151_L4_45_23,CBERS_4A_WPM_20250708_214_151_L4,test,45,23,EPSG:32721,2.0,46080,23552,62.0,73.0,105.0,173.0,149.0,180.0,0.562,1.779,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20250708_214_151_L4_FUSED.tif,2026-08-18T13:38:34+00:00
CBERS_4A_WPM_20250813_213_150_L4_33_47,CBERS_4A_WPM_20250813_213_150_L4,train,33,47,EPSG:32721,2.0,33792,48128,109.0,112.0,149.0,188.0,153.0,187.0,0.8961,1.116,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20250813_213_150_L4_FUSED.tif,2026-08-18T13:38:38+00:00
CBERS_4A_WPM_20250813_213_150_L4_36_48,CBERS_4A_WPM_20250813_213_150_L4,train,36,48,EPSG:32721,2.0,36864,49152,109.0,112.0,149.0,188.0,153.0,187.0,0.7415,1.349,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20250813_213_150_L4_FUSED.tif,2026-08-18T13:38:38+00:00
CBERS_4A_WPM_20260618_207_154_L4_10_19,CBERS_4A_WPM_20260618_207_154_L4,test,10,19,EPSG:32722,2.0,10240,19456,61.0,73.0,108.0,251.0,206.0,227.0,0.893,1.12,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20260618_207_154_L4_FUSED.tif,2026-08-18T13:38:40+00:00
CBERS_4A_WPM_20260618_207_154_L4_12_30,CBERS_4A_WPM_20260618_207_154_L4,train,12,30,EPSG:32722,2.0,12288,30720,61.0,73.0,108.0,251.0,206.0,227.0,0.5274,1.896,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20260618_207_154_L4_FUSED.tif,2026-08-18T13:38:41+00:00
CBERS_4A_WPM_20260618_207_154_L4_16_38,CBERS_4A_WPM_20260618_207_154_L4,train,16,38,EPSG:32722,2.0,16384,38912,61.0,73.0,108.0,251.0,206.0,227.0,0.3221,3.105,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20260618_207_154_L4_FUSED.tif,2026-08-18T13:38:41+00:00
CBERS_4A_WPM_20260618_207_154_L4_4_44,CBERS_4A_WPM_20260618_207_154_L4,train,4,44,EPSG:32722,2.0,4096,45056,61.0,73.0,108.0,251.0,206.0,227.0,0.6626,1.509,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20260618_207_154_L4_FUSED.tif,2026-08-18T13:38:41+00:00
CBERS_4A_WPM_20260629_211_149_L4_35_44,CBERS_4A_WPM_20260629_211_149_L4,train,35,44,EPSG:32721,2.0,35840,45056,44.0,55.0,83.0,133.0,117.0,149.0,0.9494,1.053,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20260629_211_149_L4_FUSED.tif,2026-08-18T13:38:43+00:00
CBERS_4A_WPM_20260629_211_149_L4_42_15,CBERS_4A_WPM_20260629_211_149_L4,train,42,15,EPSG:32721,2.0,43008,15360,44.0,55.0,83.0,133.0,117.0,149.0,0.8099,1.235,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20260629_211_149_L4_FUSED.tif,2026-08-18T13:38:43+00:00
CBERS_4A_WPM_20260709_209_150_L4_20_6,CBERS_4A_WPM_20260709_209_150_L4,train,20,6,EPSG:32722,2.0,20480,6144,47.0,59.0,87.0,141.0,114.0,139.0,1.0209,0.98,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20260709_209_150_L4_FUSED.tif,2026-08-18T13:38:46+00:00
CBERS_4A_WPM_20260709_209_150_L4_24_13,CBERS_4A_WPM_20260709_209_150_L4,train,24,13,EPSG:32722,2.0,24576,13312,47.0,59.0,87.0,141.0,114.0,139.0,0.7906,1.265,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20260709_209_150_L4_FUSED.tif,2026-08-18T13:38:46+00:00
CBERS_4A_WPM_20260709_209_150_L4_34_19,CBERS_4A_WPM_20260709_209_150_L4,train,34,19,EPSG:32722,2.0,34816,19456,47.0,59.0,87.0,141.0,114.0,139.0,0.761,1.314,2.0,99.5,128.0,scene_endpoints+tile_gamma,0.0,CBERS_4A_WPM_20260709_209_150_L4_FUSED.tif,2026-08-18T13:38:47+00:00
